am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
NA,Conus terebellum,NA,192586,Unknown,LC,CONESNAILS,192586,iucn,TRUE
W-Msc-215557,Conus bandanus,null,192587,Unknown,LC,CONESNAILS,192587,iucn,TRUE
NA,Conus nigrescens,NA,192587,Unknown,LC,CONESNAILS,192587,iucn,TRUE
NA,Conus vidua,NA,192587,Unknown,LC,CONESNAILS,192587,iucn,TRUE
NA,Conus araneosus,NA,192588,Unknown,LC,CONESNAILS,192588,iucn,TRUE
NA,Conus nicobaricus,NA,192588,Unknown,LC,CONESNAILS,192588,iucn,TRUE
W-Msc-430177,Conus sazanka,null,192589,Unknown,LC,CONESNAILS,192589,iucn,TRUE
W-Msc-420211,Conus granulatus,null,192590,Unknown,LC,CONESNAILS,192590,iucn,TRUE
W-Msc-215533,Conus miliaris,null,192590,Unknown,LC,CONESNAILS,192590,iucn,TRUE
NA,Conus barbadensis,NA,192590,Unknown,LC,CONESNAILS,192590,iucn,TRUE
NA,Conus fulgetrum,NA,192590,Unknown,LC,CONESNAILS,192590,iucn,TRUE
NA,Conus stupa,NA,192591,Unknown,LC,CONESNAILS,192591,iucn,TRUE
NA,Conus laterculatus,NA,192592,Unknown,LC,CONESNAILS,192592,iucn,TRUE
W-Msc-215501,Conus imperialis,null,192593,Unknown,LC,CONESNAILS,192593,iucn,TRUE
NA,Conus fuscatus,NA,192593,Unknown,LC,CONESNAILS,192593,iucn,TRUE
NA,Conus allaryi,NA,192594,Unknown,VU,CONESNAILS,192594,iucn,TRUE
NA,Conus lemniscatus,NA,192595,Unknown,LC,CONESNAILS,192595,iucn,TRUE
NA,Conus vulcanus,NA,192596,Unknown,LC,CONESNAILS,192596,iucn,TRUE
NA,Conus boucheti,NA,192597,Unknown,LC,CONESNAILS,192597,iucn,TRUE
NA,Conus julieandreae,NA,192598,Unknown,LC,CONESNAILS,192598,iucn,TRUE
W-Msc-420215,Conus mindanus,null,192599,Unknown,LC,CONESNAILS,192599,iucn,TRUE
NA,Conus agassizii,NA,192599,Unknown,LC,CONESNAILS,192599,iucn,TRUE
NA,Conus duvali,NA,192599,Unknown,LC,CONESNAILS,192599,iucn,TRUE
NA,Conus roseorapum,NA,192600,Unknown,LC,CONESNAILS,192600,iucn,TRUE
NA,Conus citrinus,NA,192601,Unknown,LC,CONESNAILS,192601,iucn,TRUE
NA,Conus cocceus,NA,192601,Unknown,LC,CONESNAILS,192601,iucn,TRUE
NA,Conus salreiensis,NA,192602,Decreasing,CR,CONESNAILS,192602,iucn,TRUE
NA,Conus albicans,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus buxeus,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus furvus,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus granifer,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus lignarius,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus polygrammus,NA,192603,Unknown,LC,CONESNAILS,192603,iucn,TRUE
NA,Conus concolor,NA,192604,NA,LC,CONESNAILS,192604,iucn,TRUE
NA,Conus hyaena,NA,192604,NA,LC,CONESNAILS,192604,iucn,TRUE
NA,Conus mutabilis,NA,192604,NA,LC,CONESNAILS,192604,iucn,TRUE
NA,Conus loroisii,NA,192605,Unknown,LC,CONESNAILS,192605,iucn,TRUE
NA,Conus fijiensis,NA,192606,Unknown,LC,CONESNAILS,192606,iucn,TRUE
NA,Conus genuanus,NA,192608,Unknown,LC,CONESNAILS,192608,iucn,TRUE
NA,Conus tuticorinensis,NA,192609,Unknown,LC,CONESNAILS,192609,iucn,TRUE
NA,Conus saragasae,NA,192610,Unknown,NT,CONESNAILS,192610,iucn,TRUE
W-Msc-215436,Conus ebraeus,null,192611,Unknown,LC,CONESNAILS,192611,iucn,TRUE
NA,Conus polyglotta,NA,192611,Unknown,LC,CONESNAILS,192611,iucn,TRUE
NA,Conus armiger,NA,192612,Unknown,LC,CONESNAILS,192612,iucn,TRUE
NA,Conus clarki,NA,192612,Unknown,LC,CONESNAILS,192612,iucn,TRUE
NA,Conus frisbeyae,NA,192612,Unknown,LC,CONESNAILS,192612,iucn,TRUE
NA,Conus grayi,NA,192613,Unknown,VU,CONESNAILS,192613,iucn,TRUE
NA,Conus guinaicus,NA,192613,Unknown,VU,CONESNAILS,192613,iucn,TRUE
W-Msc-428375,Conus suratensis,null,192614,NA,LC,CONESNAILS,192614,iucn,TRUE
NA,Conus eldredi,NA,192615,Unknown,DD,CONESNAILS,192615,iucn,TRUE
NA,Conus mappa,NA,192615,Unknown,DD,CONESNAILS,192615,iucn,TRUE
NA,Conus vimineus,NA,192616,Unknown,LC,CONESNAILS,192616,iucn,TRUE
NA,Conus austroviola,NA,192617,Unknown,DD,CONESNAILS,192617,iucn,TRUE
NA,Conus malacanus,NA,192618,Unknown,LC,CONESNAILS,192618,iucn,TRUE
NA,Conus suduirauti,NA,192619,Unknown,LC,CONESNAILS,192619,iucn,TRUE
NA,Conus taeniatus,NA,192620,NA,LC,CONESNAILS,192620,iucn,TRUE
NA,Conus jucundus,NA,192621,Unknown,LC,CONESNAILS,192621,iucn,TRUE
NA,Conus worki,NA,192622,Unknown,LC,CONESNAILS,192622,iucn,TRUE
NA,Conus kintoki,NA,192623,Unknown,LC,CONESNAILS,192623,iucn,TRUE
NA,Conus roseus,NA,192624,Unknown,LC,CONESNAILS,192624,iucn,TRUE
NA,Conus sertacinctus,NA,192625,Unknown,LC,CONESNAILS,192625,iucn,TRUE
NA,Conus mordeirae,NA,192626,Decreasing,CR,CONESNAILS,192626,iucn,TRUE
NA,Conus caribbaeus,NA,192627,Unknown,LC,CONESNAILS,192627,iucn,TRUE
NA,Conus flavescens,NA,192627,Unknown,LC,CONESNAILS,192627,iucn,TRUE
NA,Conus garciai,NA,192628,Unknown,LC,CONESNAILS,192628,iucn,TRUE
W-Msc-420203,Conus attenuatus,null,192629,Unknown,LC,CONESNAILS,192629,iucn,TRUE
NA,Conus ustickei,NA,192629,Unknown,LC,CONESNAILS,192629,iucn,TRUE
NA,Conus delessertii,NA,192630,Unknown,LC,CONESNAILS,192630,iucn,TRUE
NA,Conus sozoni,NA,192630,Unknown,LC,CONESNAILS,192630,iucn,TRUE
NA,Conus damottai,NA,192631,Unknown,LC,CONESNAILS,192631,iucn,TRUE
NA,Conus kuiperi,NA,192632,Unknown,DD,CONESNAILS,192632,iucn,TRUE
W-Msc-420216,Conus mus,null,192633,Unknown,LC,CONESNAILS,192633,iucn,TRUE
W-Msc-215479,Conus miles,null,192634,Unknown,LC,CONESNAILS,192634,iucn,TRUE
NA,Conus hirasei,NA,192635,Unknown,LC,CONESNAILS,192635,iucn,TRUE
W-Msc-215446,Conus coronatus,null,192636,Unknown,LC,CONESNAILS,192636,iucn,TRUE
NA,Conus coronalis,NA,192636,Unknown,LC,CONESNAILS,192636,iucn,TRUE
NA,Conus loyaltiensis,NA,192638,Unknown,LC,CONESNAILS,192638,iucn,TRUE
W-Msc-426407,Conus boholensis,null,192640,Unknown,LC,CONESNAILS,192640,iucn,TRUE
W-Msc-428225,Conus orbignyi,null,192641,Unknown,LC,CONESNAILS,192641,iucn,TRUE
NA,Conus kirkandersi,NA,192643,Unknown,NT,CONESNAILS,192643,iucn,TRUE
NA,Conus dayriti,NA,192644,Unknown,LC,CONESNAILS,192644,iucn,TRUE
NA,Conus tribblei,NA,192645,Unknown,LC,CONESNAILS,192645,iucn,TRUE
W-Msc-215432,Conus spectrum,null,192647,Unknown,LC,CONESNAILS,192647,iucn,TRUE
NA,Conus conspersus,NA,192647,Unknown,LC,CONESNAILS,192647,iucn,TRUE
NA,Conus daphne,NA,192647,Unknown,LC,CONESNAILS,192647,iucn,TRUE
W-Msc-215488,Conus tenuistriatus,null,192648,Unknown,LC,CONESNAILS,192648,iucn,TRUE
NA,Conus rolani,NA,192649,Unknown,LC,CONESNAILS,192649,iucn,TRUE
NA,Conus pseudoaurantius,NA,192650,Unknown,LC,CONESNAILS,192650,iucn,FALSE
NA,Conus tabidus,NA,192651,Stable,LC,CONESNAILS,192651,iucn,TRUE
NA,Conus hamanni,NA,192652,Unknown,DD,CONESNAILS,192652,iucn,TRUE
NA,Conus roberti,NA,192653,Unknown,LC,CONESNAILS,192653,iucn,TRUE
W-Msc-428259,Conus radiatus,null,192654,Unknown,LC,CONESNAILS,192654,iucn,TRUE
NA,Conus olgae,NA,192655,Unknown,DD,CONESNAILS,192655,iucn,TRUE
NA,Conus lindae,NA,192657,Unknown,LC,CONESNAILS,192657,iucn,TRUE
NA,Conus richardbinghami,NA,192658,Unknown,VU,CONESNAILS,192658,iucn,TRUE
NA,Conus tisii,NA,192659,Unknown,LC,CONESNAILS,192659,iucn,TRUE
NA,Conus subulatus,NA,192660,Unknown,DD,CONESNAILS,192660,iucn,TRUE
NA,Conus lenhilli,NA,192661,Unknown,DD,CONESNAILS,192661,iucn,TRUE
NA,Conus dieteri,NA,192662,Unknown,DD,CONESNAILS,192662,iucn,TRUE
NA,Conus clarus,NA,192663,Unknown,LC,CONESNAILS,192663,iucn,TRUE
NA,Conus segravei,NA,192663,Unknown,LC,CONESNAILS,192663,iucn,TRUE
W-Msc-215455,Conus episcopatus,null,192664,Unknown,LC,CONESNAILS,192664,iucn,TRUE
NA,Conus judaeus,NA,192665,Unknown,LC,CONESNAILS,192665,iucn,TRUE
NA,Conus stupella,NA,192666,Unknown,LC,CONESNAILS,192666,iucn,TRUE
NA,Conus perplexus,NA,192668,NA,LC,CONESNAILS,192668,iucn,TRUE
NA,Conus flavusalbus,NA,192669,Unknown,LC,CONESNAILS,192669,iucn,TRUE
NA,Conus insculptus,NA,192671,Unknown,LC,CONESNAILS,192671,iucn,TRUE
NA,Conus tuberculosus,NA,192672,Unknown,DD,CONESNAILS,192672,iucn,TRUE
NA,Conus aculeiformis,NA,192673,NA,DD,CONESNAILS,192673,iucn,TRUE
NA,Conus delicatus,NA,192673,NA,DD,CONESNAILS,192673,iucn,TRUE
W-Msc-215451,Conus sponsalis,null,192674,Stable,LC,CONESNAILS,192674,iucn,TRUE
NA,Conus baccatus,NA,192675,Unknown,LC,CONESNAILS,192675,iucn,TRUE
NA,Conus branhamae,NA,192676,Unknown,LC,CONESNAILS,192676,iucn,TRUE
NA,Conus wittigi,NA,192677,Unknown,LC,CONESNAILS,192677,iucn,TRUE
NA,Conus berdulinus,NA,192678,Unknown,LC,CONESNAILS,192678,iucn,TRUE
NA,Conus signae,NA,192679,NA,LC,CONESNAILS,192679,iucn,TRUE
NA,Conus virgatus,NA,192679,NA,LC,CONESNAILS,192679,iucn,TRUE
NA,Conus sauros,NA,192680,Unknown,DD,CONESNAILS,192680,iucn,TRUE
W-Msc-426373,Conus teramachii,null,192681,Unknown,LC,CONESNAILS,192681,iucn,TRUE
NA,Conus hivanus,NA,192682,Unknown,LC,CONESNAILS,192682,iucn,TRUE
NA,Conus stimpsoni,NA,192683,Unknown,LC,CONESNAILS,192683,iucn,TRUE
NA,Conus anabathrum,NA,192684,Unknown,VU,CONESNAILS,192684,iucn,TRUE
NA,Conus floridanus,NA,192684,Unknown,VU,CONESNAILS,192684,iucn,TRUE
NA,Conus floridensis,NA,192684,Unknown,VU,CONESNAILS,192684,iucn,TRUE
NA,Conus dictator,NA,192685,Stable,LC,CONESNAILS,192685,iucn,TRUE
SLB-118880,Conus parius,null,192686,Unknown,LC,CONESNAILS,192686,iucn,TRUE
NA,Conus cloveri,NA,192687,Stable,EN,CONESNAILS,192687,iucn,TRUE
NA,Conus soaresi,NA,192687,Stable,EN,CONESNAILS,192687,iucn,TRUE
NA,Conus locumtenens,NA,192688,Unknown,LC,CONESNAILS,192688,iucn,TRUE
NA,Conus nodulosus,NA,192688,Unknown,LC,CONESNAILS,192688,iucn,TRUE
NA,Conus schech,NA,192688,Unknown,LC,CONESNAILS,192688,iucn,TRUE
NA,Conus traillii,NA,192689,Unknown,LC,CONESNAILS,192689,iucn,TRUE
NA,Conus tirardi,NA,192690,Unknown,DD,CONESNAILS,192690,iucn,TRUE
NA,Conus aurisiacus,NA,192691,Unknown,LC,CONESNAILS,192691,iucn,TRUE
W-Msc-428404,Conus viola,null,192692,Unknown,LC,CONESNAILS,192692,iucn,TRUE
W-Msc-420206,Conus cancellatus,null,192693,Unknown,LC,CONESNAILS,192693,iucn,TRUE
NA,Conus austini,NA,192693,Unknown,LC,CONESNAILS,192693,iucn,TRUE
W-Msc-215511,Conus varius,null,192694,Unknown,LC,CONESNAILS,192694,iucn,TRUE
NA,Conus sunderlandi,NA,192695,Unknown,LC,CONESNAILS,192695,iucn,TRUE
W-Msc-428255,Conus purpurascens,null,192696,NA,LC,CONESNAILS,192696,iucn,TRUE
NA,Conus comptus,NA,192696,NA,LC,CONESNAILS,192696,iucn,TRUE
NA,Conus regalitatis,NA,192696,NA,LC,CONESNAILS,192696,iucn,TRUE
NA,Conus chiangi,NA,192697,Unknown,LC,CONESNAILS,192697,iucn,TRUE
NA,Conus rawaiensis,NA,192698,Unknown,VU,CONESNAILS,192698,iucn,TRUE
W-Msc-215543,Conus striatellus,null,192699,Unknown,LC,CONESNAILS,192699,iucn,TRUE
NA,Conus pulchrelineatus,NA,192699,Unknown,LC,CONESNAILS,192699,iucn,TRUE
W-Msc-215559,Conus eburneus,null,192700,Unknown,LC,CONESNAILS,192700,iucn,TRUE
W-Msc-215457,Conus marmoreus,null,192701,Unknown,LC,CONESNAILS,192701,iucn,TRUE
NA,Conus maioensis,NA,192702,Stable,LC,CONESNAILS,192702,iucn,TRUE
NA,Conus trochulus,NA,192703,Unknown,NT,CONESNAILS,192703,iucn,TRUE
W-Msc-215510,Conus acutangulus,null,192704,Unknown,LC,CONESNAILS,192704,iucn,TRUE
NA,Conus norai,NA,192705,Unknown,LC,CONESNAILS,192705,iucn,FALSE
NA,Conus kawamurai,NA,192706,Unknown,DD,CONESNAILS,192706,iucn,TRUE
NA,Conus caledonicus,NA,192707,Unknown,LC,CONESNAILS,192707,iucn,TRUE
NA,Conus cedonulli,NA,192707,Unknown,LC,CONESNAILS,192707,iucn,TRUE
W-Msc-426452,Conus cinereus,null,192708,Unknown,LC,CONESNAILS,192708,iucn,TRUE
NA,Conus gubba,NA,192708,Unknown,LC,CONESNAILS,192708,iucn,TRUE
NA,Conus hybridus,NA,192709,Decreasing,EN,CONESNAILS,192709,iucn,TRUE
NA,Conus delucai,NA,192710,Unknown,LC,CONESNAILS,192710,iucn,FALSE
NA,Conus cordigera,NA,192711,Unknown,LC,CONESNAILS,192711,iucn,TRUE
W-Msc-215500,Conus pennaceus,null,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus colubrinus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus elisae,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus episcopus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus praelatus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus racemosus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus rubiginosus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus rubropennatus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus stellatus,NA,192712,Unknown,LC,CONESNAILS,192712,iucn,TRUE
NA,Conus barthelemyi,NA,192713,Unknown,LC,CONESNAILS,192713,iucn,TRUE
NA,Conus figulinus,NA,192714,Unknown,LC,CONESNAILS,192714,iucn,TRUE
NA,Conus boschi,NA,192715,NA,VU,CONESNAILS,192715,iucn,TRUE
NA,Conus melvilli,NA,192715,NA,VU,CONESNAILS,192715,iucn,TRUE
W-Msc-426366,Conus aurantius,null,192716,Unknown,NT,CONESNAILS,192716,iucn,TRUE
NA,Conus bellulus,NA,192717,Unknown,DD,CONESNAILS,192717,iucn,TRUE
NA,Conus hopwoodi,NA,192718,Unknown,LC,CONESNAILS,192718,iucn,TRUE
W-Msc-215522,Conus litteratus,null,192719,Unknown,LC,CONESNAILS,192719,iucn,TRUE
NA,Conus micropunctatus,NA,192720,Unknown,LC,CONESNAILS,192720,iucn,TRUE
NA,Conus messiasi,NA,192721,Unknown,LC,CONESNAILS,192721,iucn,TRUE
W-Msc-215567,Conus glans,null,192722,Unknown,LC,CONESNAILS,192722,iucn,TRUE
NA,Conus emarginatus,NA,192723,NA,LC,CONESNAILS,192723,iucn,TRUE
NA,Conus andrangae,NA,192724,NA,LC,CONESNAILS,192724,iucn,TRUE
NA,Conus bartschi,NA,192724,NA,LC,CONESNAILS,192724,iucn,TRUE
NA,Conus infrenatus,NA,192725,Unknown,LC,CONESNAILS,192725,iucn,TRUE
NA,Conus verdensis,NA,192726,Stable,LC,CONESNAILS,192726,iucn,TRUE
W-Msc-215431,Conus achatinus,null,192727,Unknown,LC,CONESNAILS,192727,iucn,TRUE
NA,Conus contusus,NA,192727,Unknown,LC,CONESNAILS,192727,iucn,TRUE
NA,Conus nebulosus,NA,192727,Unknown,LC,CONESNAILS,192727,iucn,TRUE
NA,Conus ranunculus,NA,192727,Unknown,LC,CONESNAILS,192727,iucn,TRUE
NA,Conus vinctus,NA,192727,Unknown,LC,CONESNAILS,192727,iucn,TRUE
NA,Conus sulcocastaneus,NA,192728,Unknown,LC,CONESNAILS,192728,iucn,TRUE
W-Msc-426467,Conus crocatus,null,192729,Unknown,LC,CONESNAILS,192729,iucn,TRUE
W-Msc-426322,Conus aphrodite,null,192730,Unknown,LC,CONESNAILS,192730,iucn,TRUE
NA,Conus bonfiglioli,NA,192731,Unknown,DD,CONESNAILS,192731,iucn,FALSE
NA,Conus cervus,NA,192732,Unknown,LC,CONESNAILS,192732,iucn,TRUE
NA,Conus sukhadwalai,NA,192733,Unknown,LC,CONESNAILS,192733,iucn,TRUE
NA,Conus binghamae,NA,192734,Unknown,LC,CONESNAILS,192734,iucn,TRUE
NA,Conus tornatus,NA,192735,NA,LC,CONESNAILS,192735,iucn,TRUE
NA,Conus babaensis,NA,192736,Unknown,LC,CONESNAILS,192736,iucn,TRUE
W-Msc-215546,Conus canonicus,null,192737,Unknown,LC,CONESNAILS,192737,iucn,TRUE
NA,Conus bengalensis,NA,192738,Unknown,LC,CONESNAILS,192738,iucn,TRUE
NA,Conus patamakanthini,NA,192739,Unknown,DD,CONESNAILS,192739,iucn,FALSE
NA,Conus dampierensis,NA,192740,Unknown,LC,CONESNAILS,192740,iucn,TRUE
NA,Conus pineaui,NA,192741,Unknown,LC,CONESNAILS,192741,iucn,TRUE
NA,Conus raulsilvai,NA,192742,Stable,LC,CONESNAILS,192742,iucn,TRUE
W-Msc-215519,Conus tessulatus,null,192743,Stable,LC,CONESNAILS,192743,iucn,TRUE
NA,Conus ateralbus,NA,192744,Stable,EN,CONESNAILS,192744,iucn,TRUE
NA,Conus nucleus,NA,192745,Unknown,LC,CONESNAILS,192745,iucn,TRUE
NA,Conus poormani,NA,192746,NA,LC,CONESNAILS,192746,iucn,TRUE
NA,Conus milesi,NA,192747,Unknown,DD,CONESNAILS,192747,iucn,TRUE
NA,Conus unifasciatus,NA,192748,Unknown,EN,CONESNAILS,192748,iucn,TRUE
NA,Conus harlandi,NA,192749,Unknown,LC,CONESNAILS,192749,iucn,TRUE
NA,Conus moylani,NA,192750,Unknown,DD,CONESNAILS,192750,iucn,FALSE
NA,Conus sphacelatus,NA,192751,Unknown,LC,CONESNAILS,192751,iucn,TRUE
NA,Conus rosemaryae,NA,192752,Unknown,LC,CONESNAILS,192752,iucn,TRUE
NA,Conus pergrandis,NA,192753,Unknown,LC,CONESNAILS,192753,iucn,TRUE
W-Msc-426459,Conus coffeae,null,192754,Unknown,LC,CONESNAILS,192754,iucn,TRUE
NA,Conus fabula,NA,192754,Unknown,LC,CONESNAILS,192754,iucn,TRUE
NA,Conus scabriusculus,NA,192754,Unknown,LC,CONESNAILS,192754,iucn,TRUE
NA,Conus profundorum,NA,192755,Unknown,LC,CONESNAILS,192755,iucn,TRUE
NA,Conus evansi,NA,192756,NA,DD,CONESNAILS,192756,iucn,FALSE
NA,Conus sutanorcum,NA,192757,Unknown,LC,CONESNAILS,192757,iucn,TRUE
NA,Conus richeri,NA,192758,Unknown,DD,CONESNAILS,192758,iucn,TRUE
NA,Conus janus,NA,192759,Unknown,LC,CONESNAILS,192759,iucn,TRUE
NA,Conus latifasciatus,NA,192759,Unknown,LC,CONESNAILS,192759,iucn,TRUE
NA,Conus mulderi,NA,192760,Unknown,LC,CONESNAILS,192760,iucn,TRUE
NA,Conus stramineus,NA,192760,Unknown,LC,CONESNAILS,192760,iucn,TRUE
NA,Conus desmotus,NA,192761,Unknown,LC,CONESNAILS,192761,iucn,TRUE
NA,Conus telatus,NA,192762,Unknown,LC,CONESNAILS,192762,iucn,TRUE
NA,Conus troendlei,NA,192763,NA,DD,CONESNAILS,192763,iucn,TRUE
NA,Conus carioca,NA,192764,Unknown,LC,CONESNAILS,192764,iucn,TRUE
NA,Conus hunti,NA,192764,Unknown,LC,CONESNAILS,192764,iucn,TRUE
NA,Conus sanderi,NA,192764,Unknown,LC,CONESNAILS,192764,iucn,TRUE
NA,Conus hedgesi,NA,192765,Unknown,LC,CONESNAILS,192765,iucn,TRUE
NA,Conus iodostoma,NA,192765,Unknown,LC,CONESNAILS,192765,iucn,TRUE
NA,Conus selenae,NA,192766,Unknown,LC,CONESNAILS,192766,iucn,TRUE
NA,Conus eucoronatus,NA,192767,Stable,LC,CONESNAILS,192767,iucn,TRUE
NA,Conus armillatus,NA,192768,Unknown,VU,CONESNAILS,192768,iucn,TRUE
NA,Conus hieroglyphus,NA,192768,Unknown,VU,CONESNAILS,192768,iucn,TRUE
NA,Conus swainsoni,NA,192769,NA,DD,CONESNAILS,192769,iucn,TRUE
NA,Conus crioulus,NA,192771,Stable,LC,CONESNAILS,192771,iucn,TRUE
W-Msc-215499,Conus geographus,null,192772,Unknown,LC,CONESNAILS,192772,iucn,TRUE
NA,Conus polongimarumai,NA,192773,Unknown,LC,CONESNAILS,192773,iucn,TRUE
NA,Conus wilsi,NA,192774,Unknown,DD,CONESNAILS,192774,iucn,TRUE
NA,Conus kerstitchi,NA,192775,NA,DD,CONESNAILS,192775,iucn,TRUE
NA,Conus shikamai,NA,192776,Unknown,LC,CONESNAILS,192776,iucn,TRUE
NA,Conus colmani,NA,192777,Unknown,DD,CONESNAILS,192777,iucn,TRUE
W-Msc-215516,Conus vexillum,null,192778,Unknown,LC,CONESNAILS,192778,iucn,TRUE
NA,Conus nivifer,NA,192778,Unknown,LC,CONESNAILS,192778,iucn,TRUE
NA,Conus altispiratus,NA,192779,Unknown,LC,CONESNAILS,192779,iucn,TRUE
NA,Conus ochroleucus,NA,192779,Unknown,LC,CONESNAILS,192779,iucn,TRUE
NA,Conus cakobaui,NA,192780,Unknown,LC,CONESNAILS,192780,iucn,TRUE
NA,Conus ranonganus,NA,192781,Unknown,LC,CONESNAILS,192781,iucn,TRUE
NA,Conus portobeloensis,NA,192782,Unknown,LC,CONESNAILS,192782,iucn,TRUE
NA,Conus velaensis,NA,192783,Unknown,LC,CONESNAILS,192783,iucn,TRUE
NA,Conus aureopunctatus,NA,192784,Unknown,LC,CONESNAILS,192784,iucn,TRUE
NA,Africonus regonae,NA,192785,Stable,VU,CONESNAILS,192785,iucn,TRUE
NA,Conus regonae,NA,192785,Stable,VU,CONESNAILS,192785,iucn,TRUE
SLB-100581,Conus arenatus,null,192786,Unknown,LC,CONESNAILS,192786,iucn,TRUE
NA,Conus stercusmuscarum,NA,192786,Unknown,LC,CONESNAILS,192786,iucn,TRUE
NA,Conus fijisulcatus,NA,192787,Unknown,LC,CONESNAILS,192787,iucn,TRUE
NA,Conus bahamensis,NA,192788,Unknown,LC,CONESNAILS,192788,iucn,FALSE
W-Msc-215503,Conus tulipa,null,192789,Unknown,LC,CONESNAILS,192789,iucn,TRUE
NA,Conus trigonus,NA,192790,Unknown,LC,CONESNAILS,192790,iucn,TRUE
NA,Conus helgae,NA,192791,Unknown,LC,CONESNAILS,192791,iucn,TRUE
NA,Conus typhon,NA,192792,Unknown,LC,CONESNAILS,192792,iucn,TRUE
W-Msc-215474,Conus cylindraceus,null,192793,Unknown,LC,CONESNAILS,192793,iucn,TRUE
NA,Conus augur,NA,192794,Unknown,LC,CONESNAILS,192794,iucn,TRUE
NA,Conus boschorum,NA,192795,Unknown,NT,CONESNAILS,192795,iucn,TRUE
W-Msc-215435,Conus musicus,null,192796,Unknown,LC,CONESNAILS,192796,iucn,TRUE
NA,Conus ceylanensis,NA,192796,Unknown,LC,CONESNAILS,192796,iucn,TRUE
NA,Conus thalassiarchus,NA,192797,Unknown,LC,CONESNAILS,192797,iucn,TRUE
W-Msc-420217,Conus patae,null,192798,Unknown,LC,CONESNAILS,192798,iucn,TRUE
NA,Conus rudiae,NA,192798,Unknown,LC,CONESNAILS,192798,iucn,TRUE
NA,Conus namocanus,NA,192799,Unknown,LC,CONESNAILS,192799,iucn,TRUE
NA,Conus ciderryi,NA,192800,Unknown,DD,CONESNAILS,192800,iucn,TRUE
NA,Conus guidopoppei,NA,192801,Unknown,LC,CONESNAILS,192801,iucn,TRUE
NA,Conus dondani,NA,192802,Unknown,LC,CONESNAILS,192802,iucn,TRUE
NA,Conus angasi,NA,192803,Unknown,LC,CONESNAILS,192803,iucn,TRUE
NA,Conus acutimarginatus,NA,192804,Unknown,LC,CONESNAILS,192804,iucn,FALSE
NA,Conus archetypus,NA,192805,Unknown,LC,CONESNAILS,192805,iucn,TRUE
NA,Conus kiicumulus,NA,192806,Unknown,DD,CONESNAILS,192806,iucn,TRUE
NA,Conus bajanensis,NA,192807,Unknown,LC,CONESNAILS,192807,iucn,TRUE
NA,Conus grahami,NA,192808,Stable,LC,CONESNAILS,192808,iucn,TRUE
W-Msc-426448,Conus ceruttii,null,192809,Unknown,LC,CONESNAILS,192809,iucn,TRUE
NA,Conus chrysocestus,NA,192810,NA,LC,CONESNAILS,192810,iucn,TRUE
NA,Conus xanthicus,NA,192810,NA,LC,CONESNAILS,192810,iucn,TRUE
W-Msc-215475,Conus planorbis,null,192811,Unknown,LC,CONESNAILS,192811,iucn,TRUE
W-Msc-215439,Conus quercinus,null,192812,Unknown,LC,CONESNAILS,192812,iucn,TRUE
NA,Conus floccatus,NA,192813,Unknown,LC,CONESNAILS,192813,iucn,TRUE
NA,Conus rainesae,NA,192814,Unknown,LC,CONESNAILS,192814,iucn,TRUE
W-Msc-215484,Conus auricomus,null,192815,Unknown,LC,CONESNAILS,192815,iucn,TRUE
NA,Conus ximenes,NA,192816,NA,LC,CONESNAILS,192816,iucn,TRUE
NA,Conus kulkulcan,NA,192817,Unknown,LC,CONESNAILS,192817,iucn,TRUE
NA,Conus deynzerorum,NA,192818,Unknown,LC,CONESNAILS,192818,iucn,TRUE
SLB-100621,Conus omaria,null,192819,Unknown,LC,CONESNAILS,192819,iucn,TRUE
NA,Conus convolutus,NA,192819,Unknown,LC,CONESNAILS,192819,iucn,TRUE
W-Msc-426443,Conus caracteristicus,null,192820,Unknown,LC,CONESNAILS,192820,iucn,TRUE
NA,Conus lizarum,NA,192821,Unknown,LC,CONESNAILS,192821,iucn,TRUE
NA,Conus columba,NA,192822,Unknown,LC,CONESNAILS,192822,iucn,TRUE
NA,Conus mauritianus,NA,192822,Unknown,LC,CONESNAILS,192822,iucn,TRUE
NA,Conus papillosus,NA,192822,Unknown,LC,CONESNAILS,192822,iucn,TRUE
NA,Conus puncticulatus,NA,192822,Unknown,LC,CONESNAILS,192822,iucn,TRUE
