am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
Fis-133584,Epigonus marimonticolus,NA,Epigonus marimonticolus,accepted,Epigonus marimonticolus,TRUE
Fis-133577,Epigonus notacanthus,NA,Epigonus notacanthus,accepted,Epigonus notacanthus,TRUE
Fis-53858,Epigonus pectinifer,NA,Epigonus pectinifer,accepted,Epigonus pectinifer,TRUE
Fis-32304,Epinephelus bilobatus,132752,Epinephelus bilobatus,accepted,Epinephelus bilobatus,TRUE
Fis-26132,Epinephelus bontoides,132813,Epinephelus bontoides,accepted,Epinephelus bontoides,TRUE
Fis-32318,Epinephelus timorensis,64406,Epinephelus timorensis,accepted,Epinephelus timorensis,TRUE
Fis-32320,Epinephelus tuamotuensis,64407,Epinephelus tuamotuensis,accepted,Epinephelus tuamotuensis,TRUE
Fis-164604,Eptatretus alastairi,196013,Eptatretus alastairi,accepted,Eptatretus alastairi,TRUE
Fis-131602,Eptatretus atami,196079,Eptatretus atami,accepted,Eptatretus atami,TRUE
Fis-131607,Eptatretus caribbeaus,196017,Eptatretus caribbeaus,accepted,Eptatretus caribbeaus,TRUE
Fis-131608,Eptatretus cheni,196080,Eptatretus cheni,accepted,Eptatretus cheni,TRUE
Fis-131619,Eptatretus fernholmi,196082,Eptatretus fernholmi,unaccepted,Paramyxine fernholmi,FALSE
Fis-131619,Eptatretus fernholmi,196082,Eptatretus fernholmi,accepted,Eptatretus fernholmi,TRUE
Fis-131621,Eptatretus fritzi,196022,Eptatretus fritzi,accepted,Eptatretus fritzi,TRUE
Fis-132415,Eptatretus grouseri,196025,Eptatretus grouseri,accepted,Eptatretus grouseri,TRUE
Fis-54498,Eptatretus longipinnis,196030,Eptatretus longipinnis,accepted,Eptatretus longipinnis,TRUE
Fis-131623,Eptatretus mcconnaugheyi,196032,Eptatretus mcconnaugheyi,accepted,Eptatretus mcconnaugheyi,TRUE
Fis-149493,Eptatretus mccoskeri,196033,Eptatretus mccoskeri,accepted,Eptatretus mccoskeri,TRUE
Fis-131624,Eptatretus mendozai,154797,Eptatretus mendozai,accepted,Eptatretus mendozai,TRUE
Fis-145261,Eptatretus menezesi,196034,Eptatretus menezesi,accepted,Eptatretus menezesi,TRUE
Fis-131668,Eptatretus nanii,196037,Eptatretus nanii,accepted,Eptatretus nanii,TRUE
Fis-131701,Eptatretus nelsoni,196084,Eptatretus nelsoni,accepted,Eptatretus nelsoni,TRUE
Fis-51025,Eptatretus okinoseanus,196039,Eptatretus okinoseanus,accepted,Eptatretus okinoseanus,TRUE
Fis-27128,Eptatretus polytrema,196040,Eptatretus polytrema,accepted,Eptatretus polytrema,TRUE
Fis-131706,Eptatretus sheni,196085,Eptatretus sheni,accepted,Eptatretus sheni,TRUE
Fis-131708,Eptatretus sinus,196043,Eptatretus sinus,accepted,Eptatretus sinus,TRUE
Fis-131710,Eptatretus taiwanae,196087,Eptatretus taiwanae,accepted,Eptatretus taiwanae,TRUE
Fis-131715,Eptatretus yangi,196091,Eptatretus yangi,accepted,Eptatretus yangi,TRUE
Fis-30917,Ereunias grallator,NA,Ereunias grallator,accepted,Ereunias grallator,TRUE
Fis-114197,Ericentrus rubrus,NA,Ericentrus rubrus,accepted,Ericentrus rubrus,TRUE
Fis-144369,Erisphex simplex,NA,Erisphex simplex,accepted,Erisphex simplex,TRUE
Fis-118261,Ernogrammus walkeri,NA,Ernogrammus walkeri,accepted,Ernogrammus walkeri,TRUE
Fis-126034,Erythrocles acarina,NA,Erythrocles acarina,accepted,Erythrocles acarina,TRUE
Fis-154696,Esselenichthys carli,NA,Esselenichthys carli,accepted,Esselenichthys carli,TRUE
Fis-154697,Esselenichthys laurae,NA,Esselenichthys laurae,accepted,Esselenichthys laurae,TRUE
Fis-130805,Ethadophis akkistikos,155199,Ethadophis akkistikos,accepted,Ethadophis akkistikos,TRUE
Fis-146570,Etmopterus caudistigmus,41804,Etmopterus caudistigmus,accepted,Etmopterus caudistigmus,TRUE
Fis-146571,Etmopterus dianthus,41805,Etmopterus dianthus,accepted,Etmopterus dianthus,TRUE
Fis-146572,Etmopterus dislineatus,41806,Etmopterus dislineatus,accepted,Etmopterus dislineatus,TRUE
Fis-146574,Etmopterus fusus,41808,Etmopterus fusus,accepted,Etmopterus fusus,TRUE
Fis-123376,Etmopterus perryi,60240,Etmopterus perryi,accepted,Etmopterus perryi,TRUE
Fis-146575,Etmopterus pseudosqualiolus,41809,Etmopterus pseudosqualiolus,accepted,Etmopterus pseudosqualiolus,TRUE
Fis-166044,Etmopterus sculptus,NA,Etmopterus sculptus,accepted,Etmopterus sculptus,TRUE
Fis-165987,Etmopterus viator,NA,Etmopterus viator,accepted,Etmopterus viator,TRUE
Fis-55979,Etropus delsmani pacificus,184052,Etropus delsmani pacificus,accepted,Etropus delsmani pacificus,TRUE
Fis-161065,Eubleekeria rapsoni,NA,Eubleekeria rapsoni,accepted,Eubleekeria rapsoni,TRUE
Fis-24765,Eucryphycus californicus,NA,Eucryphycus californicus,accepted,Eucryphycus californicus,TRUE
Fis-165257,Eugnathogobius illotus,187987,Eugnathogobius illotus,unaccepted,Calamiana illota,FALSE
Fis-165258,Eugnathogobius variegatus,180682,Eugnathogobius variegatus,accepted,Eugnathogobius variegatus,TRUE
Fis-143916,Eumicrotremus fedorovi,NA,Eumicrotremus fedorovi,accepted,Eumicrotremus fedorovi,TRUE
Fis-124363,Eumicrotremus gyrinops,NA,Eumicrotremus gyrinops,accepted,Eumicrotremus gyrinops,TRUE
Fis-54773,Eumicrotremus schmidti,NA,Eumicrotremus schmidti,accepted,Eumicrotremus schmidti,TRUE
Fis-125613,Eumicrotremus soldatovi,NA,Eumicrotremus soldatovi,accepted,Eumicrotremus soldatovi,TRUE
Fis-144128,Eupogonesthes xenicus,NA,Eupogonesthes xenicus,accepted,Eupogonesthes xenicus,TRUE
Fis-29390,Euprotomicroides zantedeschia,44603,Euprotomicroides zantedeschia,accepted,Euprotomicroides zantedeschia,TRUE
Fis-160648,Euristhmus microphthalmus,NA,Euristhmus microphthalmus,accepted,Euristhmus microphthalmus,TRUE
Fis-149935,Eustomias albibulbus,154909,Eustomias albibulbus,accepted,Eustomias albibulbus,TRUE
Fis-55662,Eustomias australensis,NA,Eustomias australensis,accepted,Eustomias australensis,TRUE
Fis-146079,Eustomias bituberatus,NA,Eustomias bituberatus,accepted,Eustomias bituberatus,TRUE
Fis-146080,Eustomias bituberoides,NA,Eustomias bituberoides,accepted,Eustomias bituberoides,TRUE
Fis-140760,Eustomias borealis,NA,Eustomias borealis,accepted,Eustomias borealis,TRUE
Fis-149906,Eustomias bulbiramis,NA,Eustomias bulbiramis,accepted,Eustomias bulbiramis,TRUE
Fis-144664,Eustomias cirritus,NA,Eustomias cirritus,accepted,Eustomias cirritus,TRUE
Fis-149939,Eustomias contiguus,NA,Eustomias contiguus,accepted,Eustomias contiguus,TRUE
Fis-146082,Eustomias deofamiliaris,NA,Eustomias deofamiliaris,accepted,Eustomias deofamiliaris,TRUE
Fis-149904,Eustomias elongatus,NA,Eustomias elongatus,accepted,Eustomias elongatus,TRUE
Fis-149907,Eustomias flagellifer,NA,Eustomias flagellifer,accepted,Eustomias flagellifer,TRUE
Fis-58475,Eustomias grandibulbus,NA,Eustomias grandibulbus,accepted,Eustomias grandibulbus,TRUE
Fis-149942,Eustomias hulleyi,NA,Eustomias hulleyi,accepted,Eustomias hulleyi,TRUE
Fis-149943,Eustomias ignotus,NA,Eustomias ignotus,accepted,Eustomias ignotus,TRUE
Fis-146081,Eustomias inconstans,NA,Eustomias inconstans,accepted,Eustomias inconstans,TRUE
Fis-126126,Eustomias insularum,NA,Eustomias insularum,accepted,Eustomias insularum,TRUE
Fis-138418,Eustomias interruptus,NA,Eustomias interruptus,accepted,Eustomias interruptus,TRUE
Fis-52739,Eustomias ioani,NA,Eustomias ioani,accepted,Eustomias ioani,TRUE
Fis-152042,Eustomias jimcraddocki,NA,Eustomias jimcraddocki,accepted,Eustomias jimcraddocki,TRUE
Fis-34808,Eustomias kreffti,NA,Eustomias kreffti,accepted,Eustomias kreffti,TRUE
Fis-138425,Eustomias lanceolatus,NA,Eustomias lanceolatus,accepted,Eustomias lanceolatus,TRUE
Fis-149903,Eustomias longiramis,NA,Eustomias longiramis,accepted,Eustomias longiramis,TRUE
Fis-149900,Eustomias magnificus,NA,Eustomias magnificus,accepted,Eustomias magnificus,TRUE
Fis-146084,Eustomias medusa,NA,Eustomias medusa,accepted,Eustomias medusa,TRUE
Fis-34814,Eustomias melanostigma,NA,Eustomias melanostigma,accepted,Eustomias melanostigma,TRUE
Fis-146083,Eustomias melanostigmoides,NA,Eustomias melanostigmoides,accepted,Eustomias melanostigmoides,TRUE
Fis-152044,Eustomias monodactylus,155132,Eustomias monodactylus,accepted,Eustomias monodactylus,TRUE
Fis-55669,Eustomias multifilis,NA,Eustomias multifilis,accepted,Eustomias multifilis,TRUE
Fis-144666,Eustomias pacificus,NA,Eustomias pacificus,accepted,Eustomias pacificus,TRUE
Fis-149894,Eustomias parini,NA,Eustomias parini,accepted,Eustomias parini,TRUE
Fis-149951,Eustomias parri,NA,Eustomias parri,accepted,Eustomias parri,TRUE
Fis-34816,Eustomias patulus,NA,Eustomias patulus,accepted,Eustomias patulus,TRUE
Fis-149898,Eustomias paxtoni,NA,Eustomias paxtoni,accepted,Eustomias paxtoni,TRUE
Fis-62380,Eustomias perplexus,NA,Eustomias perplexus,accepted,Eustomias perplexus,TRUE
Fis-138426,Eustomias pinnatus,NA,Eustomias pinnatus,accepted,Eustomias pinnatus,TRUE
Fis-146089,Eustomias posti,154665,Eustomias posti,accepted,Eustomias posti,TRUE
Fis-149936,Eustomias problematicus,NA,Eustomias problematicus,accepted,Eustomias problematicus,TRUE
Fis-55670,Eustomias satterleei,NA,Eustomias satterleei,accepted,Eustomias satterleei,TRUE
Fis-149934,Eustomias similis,NA,Eustomias similis,accepted,Eustomias similis,TRUE
Fis-144661,Eustomias suluensis,NA,Eustomias suluensis,accepted,Eustomias suluensis,TRUE
Fis-126125,Eustomias tomentosis,NA,Eustomias tomentosis,accepted,Eustomias tomentosis,TRUE
Fis-55671,Eustomias vitiazi,NA,Eustomias vitiazi,accepted,Eustomias vitiazi,TRUE
Fis-149891,Eustomias vulgaris,154715,Eustomias vulgaris,accepted,Eustomias vulgaris,TRUE
Fis-161682,Eusurculus andamanensis,NA,Eusurculus andamanensis,accepted,Eusurculus andamanensis,TRUE
Fis-134133,Evermannella megalops,NA,Evermannella megalops,accepted,Evermannella megalops,TRUE
Fis-144858,Evermannichthys bicolor,NA,Evermannichthys bicolor,accepted,Evermannichthys bicolor,TRUE
Fis-165185,Eviota ancora,NA,Eviota ancora,accepted,Eviota ancora,TRUE
Fis-165952,Eviota dorsopurpurea,NA,Eviota dorsopurpurea,accepted,Eviota dorsopurpurea,TRUE
Fis-167086,Eviota fallax,NA,Eviota fallax,accepted,Eviota fallax,TRUE
Fis-169355,Eviota flebilis,NA,Eviota flebilis,accepted,Eviota flebilis,TRUE
Fis-161086,Eviota hoesei,NA,Eviota hoesei,accepted,Eviota hoesei,TRUE
Fis-32460,Eviota irrasa,NA,Eviota irrasa,accepted,Eviota irrasa,TRUE
Fis-167424,Eviota jewettae,NA,Eviota jewettae,accepted,Eviota jewettae,TRUE
Fis-161751,Eviota masudai,NA,Eviota masudai,accepted,Eviota masudai,TRUE
Fis-169142,Eviota occasa,NA,Eviota occasa,accepted,Eviota occasa,TRUE
Fis-112982,Eviota pardalota,NA,Eviota pardalota,accepted,Eviota pardalota,TRUE
Fis-167428,Eviota pinocchioi,NA,Eviota pinocchioi,accepted,Eviota pinocchioi,TRUE
Fis-161089,Eviota readerae,NA,Eviota readerae,accepted,Eviota readerae,TRUE
Fis-166481,Eviota rubriceps,NA,Eviota rubriceps,accepted,Eviota rubriceps,TRUE
Fis-165186,Eviota rubriguttata,NA,Eviota rubriguttata,accepted,Eviota rubriguttata,TRUE
Fis-163894,Eviota rubrisparsa,NA,Eviota rubrisparsa,accepted,Eviota rubrisparsa,TRUE
Fis-163891,Eviota shimadai,NA,Eviota shimadai,accepted,Eviota shimadai,TRUE
Fis-169356,Eviota specca,NA,Eviota specca,accepted,Eviota specca,TRUE
Fis-167081,Eviota springeri,NA,Eviota springeri,accepted,Eviota springeri,TRUE
Fis-142239,Eviota susanae,NA,Eviota susanae,accepted,Eviota susanae,TRUE
Fis-163885,Eviota toshiyuki,NA,Eviota toshiyuki,accepted,Eviota toshiyuki,TRUE
Fis-29363,Exyrias ferrarisi,NA,Exyrias ferrarisi,accepted,Exyrias ferrarisi,TRUE
Fis-143727,Facciolella karreri,154860,Facciolella karreri,accepted,Facciolella karreri,TRUE
Fis-154471,Feia dabra,NA,Feia dabra,accepted,Feia dabra,TRUE
Fis-62174,Festucalex gibbsi,NA,Festucalex gibbsi,accepted,Festucalex gibbsi,TRUE
Fis-162142,Festucalex kulbickii,NA,Festucalex kulbickii,accepted,Festucalex kulbickii,TRUE
Fis-32504,Festucalex prolixus,NA,Festucalex prolixus,accepted,Festucalex prolixus,TRUE
Fis-161451,Figaro striatus,42711,Figaro striatus,accepted,Figaro striatus,TRUE
Fis-142472,Filimanus heptadactyla,NA,Filimanus heptadactyla,accepted,Filimanus heptadactyla,TRUE
Fis-35873,Filimanus perplexa,NA,Filimanus perplexa,accepted,Filimanus perplexa,TRUE
Fis-29168,Filimanus sealei,NA,Filimanus sealei,accepted,Filimanus sealei,TRUE
Fis-25795,Foa brachygramma,NA,Foa brachygramma,accepted,Foa brachygramma,TRUE
Fis-145889,Foa hyalina,NA,Foa hyalina,accepted,Foa hyalina,TRUE
Fis-168266,Foa nivosa,NA,Foa nivosa,accepted,Foa nivosa,TRUE
Fis-35472,Foetorepus masudai,NA,Foetorepus masudai,accepted,Foetorepus masudai,TRUE
Fis-148461,Foetorepus paxtoni,NA,Foetorepus paxtoni,accepted,Foetorepus paxtoni,TRUE
Fis-114270,Forsterygion flavonigrum,NA,Forsterygion flavonigrum,accepted,Forsterygion flavonigrum,TRUE
Fis-114457,Forsterygion gymnotum,NA,Forsterygion gymnotum,accepted,Forsterygion gymnotum,TRUE
Fis-35422,Forsterygion lapillum,NA,Forsterygion lapillum,accepted,Forsterygion lapillum,TRUE
Fis-112881,Forsterygion malcolmi,NA,Forsterygion malcolmi,accepted,Forsterygion malcolmi,TRUE
Fis-164025,Forsterygion maryannae,NA,Forsterygion maryannae,accepted,Forsterygion maryannae,TRUE
Fis-166688,Fowlerichthys scriptissimus,NA,Fowlerichthys scriptissimus,accepted,Fowlerichthys scriptissimus,TRUE
Fis-132344,Fusigobius aureus,NA,Fusigobius aureus,accepted,Fusigobius aureus,TRUE
Fis-132317,Gadella brocca,NA,Gadella brocca,accepted,Gadella brocca,TRUE
Fis-114586,Gadella edelmanni,NA,Gadella edelmanni,accepted,Gadella edelmanni,TRUE
Fis-149252,Gadella filifer,NA,Gadella filifer,accepted,Gadella filifer,TRUE
Fis-149248,Gadella molokaiensis,NA,Gadella molokaiensis,accepted,Gadella molokaiensis,TRUE
Fis-146377,Gadella obscurus,NA,Gadella obscurus,accepted,Gadella obscurus,TRUE
Fis-124020,Gadella thysthlon,NA,Gadella thysthlon,accepted,Gadella thysthlon,TRUE
Fis-126684,Gadomus magnifilis,180118,Gadomus magnifilis,accepted,Gadomus magnifilis,TRUE
Fis-144157,Gadomus melanopterus,NA,Gadomus melanopterus,accepted,Gadomus melanopterus,TRUE
Fis-27012,Gaidropsarus granti,NA,Gaidropsarus granti,accepted,Gaidropsarus granti,TRUE
Fis-27013,Gaidropsarus guttatus,NA,Gaidropsarus guttatus,accepted,Gaidropsarus guttatus,TRUE
Fis-125906,Galeus gracilis,41812,Galeus gracilis,accepted,Galeus gracilis,TRUE
Fis-61164,Galeus longirostris,161473,Galeus longirostris,accepted,Galeus longirostris,TRUE
Fis-29398,Galeus nipponensis,161567,Galeus nipponensis,accepted,Galeus nipponensis,TRUE
Fis-29399,Galeus piperatus,60228,Galeus piperatus,accepted,Galeus piperatus,TRUE
Fis-161395,Galeus priapus,195425,Galeus priapus,accepted,Galeus priapus,TRUE
Fis-23134,Galeus sauteri,161406,Galeus sauteri,accepted,Galeus sauteri,TRUE
Fis-49010,Gammogobius steinitzi,194871,Gammogobius steinitzi,accepted,Gammogobius steinitzi,TRUE
Fis-112758,Gastrocyathus gracilis,NA,Gastrocyathus gracilis,accepted,Gastrocyathus gracilis,TRUE
Fis-112726,Gastroscyphus hectoris,NA,Gastroscyphus hectoris,accepted,Gastroscyphus hectoris,TRUE
Fis-149447,Gavialiceps arabicus,NA,Gavialiceps arabicus,accepted,Gavialiceps arabicus,TRUE
Fis-146054,Gavialiceps taiwanensis,NA,Gavialiceps taiwanensis,accepted,Gavialiceps taiwanensis,TRUE
Fis-142711,Gazza squamiventralis,NA,Gazza squamiventralis,accepted,Gazza squamiventralis,TRUE
Fis-32559,Genicanthus personatus,165874,Genicanthus personatus,accepted,Genicanthus personatus,TRUE
Fis-34362,Genicanthus spinus,165846,Genicanthus spinus,accepted,Genicanthus spinus,TRUE
Fis-137617,Genioliparis lindbergi,NA,Genioliparis lindbergi,accepted,Genioliparis lindbergi,TRUE
Fis-46971,Genypterus chilensis,NA,Genypterus chilensis,accepted,Genypterus chilensis,TRUE
Fis-161742,Gerres akazakii,NA,Gerres akazakii,accepted,Gerres akazakii,TRUE
Fis-55259,Gerres baconensis,NA,Gerres baconensis,accepted,Gerres baconensis,TRUE
Fis-136640,Gerres chrysops,NA,Gerres chrysops,accepted,Gerres chrysops,TRUE
Fis-144715,Gerres silaceus,NA,Gerres silaceus,accepted,Gerres silaceus,TRUE
Fis-165213,Gerres simillimus,196012,Gerres simillimus,unaccepted,Gerres cinereus,FALSE
Fis-50591,Gigantactis gibbsi,NA,Gigantactis gibbsi,accepted,Gigantactis gibbsi,TRUE
Fis-50594,Gigantactis gracilicauda,NA,Gigantactis gracilicauda,accepted,Gigantactis gracilicauda,TRUE
Fis-128096,Gigantactis herwigi,NA,Gigantactis herwigi,accepted,Gigantactis herwigi,TRUE
Fis-53395,Gigantactis kreffti,NA,Gigantactis kreffti,accepted,Gigantactis kreffti,TRUE
Fis-50599,Gigantactis longicirra,NA,Gigantactis longicirra,accepted,Gigantactis longicirra,TRUE
Fis-128093,Gigantactis microdontis,NA,Gigantactis microdontis,accepted,Gigantactis microdontis,TRUE
Fis-128094,Gigantactis savagei,NA,Gigantactis savagei,accepted,Gigantactis savagei,TRUE
Fis-50606,Gigantactis watermani,NA,Gigantactis watermani,accepted,Gigantactis watermani,TRUE
Fis-127938,Gilbertidia pustulosa,NA,Gilbertidia pustulosa,accepted,Gilbertidia pustulosa,TRUE
Fis-123828,Gillellus jacksoni,NA,Gillellus jacksoni,accepted,Gillellus jacksoni,TRUE
Fis-114189,Gilloblennius tripennis,NA,Gilloblennius tripennis,accepted,Gilloblennius tripennis,TRUE
Fis-134861,Girella albostriata,NA,Girella albostriata,accepted,Girella albostriata,TRUE
Fis-137949,Girella feliciana,NA,Girella feliciana,accepted,Girella feliciana,TRUE
Fis-120985,Girella fimbriata,NA,Girella fimbriata,accepted,Girella fimbriata,TRUE
Fis-62894,Girella stuebeli,NA,Girella stuebeli,accepted,Girella stuebeli,TRUE
Fis-51816,Girella zonata,NA,Girella zonata,accepted,Girella zonata,TRUE
Fis-162862,Gladiogobius rex,NA,Gladiogobius rex,accepted,Gladiogobius rex,TRUE
Fis-159582,Glaucostegus halavi,161408,Glaucostegus halavi,accepted,Glaucostegus halavi,TRUE
Fis-131178,Glenoglossa wassi,NA,Glenoglossa wassi,accepted,Glenoglossa wassi,TRUE
Fis-128034,Glossanodon elongatus,NA,Glossanodon elongatus,accepted,Glossanodon elongatus,TRUE
Fis-148346,Glossanodon mildredae,NA,Glossanodon mildredae,accepted,Glossanodon mildredae,TRUE
Fis-22846,Glossanodon semifasciatus,NA,Glossanodon semifasciatus,accepted,Glossanodon semifasciatus,TRUE
Fis-161453,Glyphis garricki,42712,Glyphis garricki,accepted,Glyphis garricki,TRUE
Fis-34096,Glyptophidium macropus,NA,Glyptophidium macropus,accepted,Glyptophidium macropus,TRUE
Fis-132050,Glyptophidium oceanium,NA,Glyptophidium oceanium,accepted,Glyptophidium oceanium,TRUE
Fis-167326,Gnatholepis caudimaculata,NA,Gnatholepis caudimaculata,accepted,Gnatholepis caudimaculata,TRUE
Fis-167333,Gnatholepis knighti,NA,Gnatholepis knighti,accepted,Gnatholepis knighti,TRUE
Fis-163366,Gnatholepis yoshinoi,NA,Gnatholepis yoshinoi,accepted,Gnatholepis yoshinoi,TRUE
Fis-133486,Gnathophis andriashevi,NA,Gnathophis andriashevi,accepted,Gnathophis andriashevi,TRUE
Fis-143706,Gnathophis heterognathos,NA,Gnathophis heterognathos,accepted,Gnathophis heterognathos,TRUE
Fis-143320,Gnathophis heterolinea,NA,Gnathophis heterolinea,accepted,Gnathophis heterolinea,TRUE
Fis-148655,Gnathophis microps,NA,Gnathophis microps,accepted,Gnathophis microps,TRUE
Fis-148656,Gnathophis nasutus,NA,Gnathophis nasutus,accepted,Gnathophis nasutus,TRUE
Fis-158420,Gnathophis neocaledoniensis,NA,Gnathophis neocaledoniensis,accepted,Gnathophis neocaledoniensis,TRUE
Fis-30057,Gobiesox eugrammus,NA,Gobiesox eugrammus,accepted,Gobiesox eugrammus,TRUE
Fis-168916,Gobiodon aoyagii,NA,Gobiodon aoyagii,accepted,Gobiodon aoyagii,TRUE
Fis-168614,Gobiodon bilineatus,NA,Gobiodon bilineatus,accepted,Gobiodon bilineatus,TRUE
Fis-168618,Gobiodon fuscoruber,NA,NA,error,NA,NA
Fis-168616,Gobiodon irregularis,NA,Gobiodon irregularis,accepted,Gobiodon irregularis,TRUE
Fis-112985,Gobiodon reticulatus,NA,Gobiodon reticulatus,accepted,Gobiodon reticulatus,TRUE
Fis-138819,Gobiodon spilophthalmus,NA,Gobiodon spilophthalmus,accepted,Gobiodon spilophthalmus,TRUE
Fis-33882,Gobiomorphus cotidianus,NA,Gobiomorphus cotidianus,accepted,Gobiomorphus cotidianus,TRUE
Fis-132496,Gobiomorus polylepis,NA,Gobiomorus polylepis,accepted,Gobiomorus polylepis,TRUE
Fis-145626,Gobionotothen angustifrons,NA,Gobionotothen angustifrons,accepted,Gobionotothen angustifrons,TRUE
Fis-112772,Gobiopsis atrata,NA,Gobiopsis atrata,accepted,Gobiopsis atrata,TRUE
Fis-113003,Gobiopsis canalis,NA,Gobiopsis canalis,accepted,Gobiopsis canalis,TRUE
Fis-150609,Gobiopsis malekulae,NA,Gobiopsis malekulae,accepted,Gobiopsis malekulae,TRUE
Fis-149613,Gobiopsis springeri,NA,Gobiopsis springeri,accepted,Gobiopsis springeri,TRUE
Fis-152348,Gobiopterus mindanensis,155223,Gobiopterus mindanensis,accepted,Gobiopterus mindanensis,TRUE
Fis-30067,Gobiosoma ginsburgi,NA,Gobiosoma ginsburgi,accepted,Gobiosoma ginsburgi,TRUE
Fis-112797,Gobius ater,194872,Gobius ater,accepted,Gobius ater,TRUE
Fis-141086,Gobius kolombatovici,194875,Gobius kolombatovici,accepted,Gobius kolombatovici,TRUE
Fis-112804,Gobius roulei,NA,Gobius roulei,accepted,Gobius roulei,TRUE
Fis-49024,Gobius strictus,194876,Gobius strictus,accepted,Gobius strictus,TRUE
Fis-112805,Gobius vittatus,194877,Gobius vittatus,accepted,Gobius vittatus,TRUE
Fis-142752,Gonorynchus forsteri,NA,Gonorynchus forsteri,accepted,Gonorynchus forsteri,TRUE
Fis-142754,Gonorynchus moseleyi,NA,Gonorynchus moseleyi,accepted,Gonorynchus moseleyi,TRUE
Fis-130806,Gordiichthys ergodes,NA,Gordiichthys ergodes,accepted,Gordiichthys ergodes,TRUE
Fis-134026,Gorgasia galzini,NA,Gorgasia galzini,accepted,Gorgasia galzini,TRUE
Fis-57875,Gorgasia hawaiiensis,NA,Gorgasia hawaiiensis,accepted,Gorgasia hawaiiensis,TRUE
Fis-53446,Gorgasia japonica,NA,Gorgasia japonica,accepted,Gorgasia japonica,TRUE
Fis-134402,Gorgasia naeocepaea,NA,Gorgasia naeocepaea,accepted,Gorgasia naeocepaea,TRUE
Fis-134406,Gorgasia sillneri,NA,Gorgasia sillneri,accepted,Gorgasia sillneri,TRUE
Fis-132340,Gorgasia taiwanensis,NA,Gorgasia taiwanensis,accepted,Gorgasia taiwanensis,TRUE
